"location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"ab",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.025,0.25
"ab",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.1,0.25
"ab",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.25,0.525
"ab",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.5,1.35
"ab",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.75,2.325
"ab",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.9,2.75
"ab",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.975,3.375
"ab",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.025,5.425
"ab",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.1,6.675
"ab",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.25,8.325
"ab",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.5,11.05
"ab",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.75,13.825
"ab",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.9,15.3
"ab",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.975,16.775
"ab",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.025,0.25
"ab",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.1,0.25
"ab",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.25,0.25
"ab",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.5,0.625
"ab",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.75,1.675
"ab",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.9,2.125
"ab",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.975,2.5
"ab",0,"2025-04-26","2025-04-26","pct wk covid lab det","quantile",0.025,0.308
"ab",0,"2025-04-26","2025-04-26","pct wk covid lab det","quantile",0.1,0.4
"ab",0,"2025-04-26","2025-04-26","pct wk covid lab det","quantile",0.25,0.682
"ab",0,"2025-04-26","2025-04-26","pct wk covid lab det","quantile",0.5,1.51
"ab",0,"2025-04-26","2025-04-26","pct wk covid lab det","quantile",0.75,2.134
"ab",0,"2025-04-26","2025-04-26","pct wk covid lab det","quantile",0.9,2.64
"ab",0,"2025-04-26","2025-04-26","pct wk covid lab det","quantile",0.975,3.176
"ab",0,"2025-04-26","2025-04-26","pct wk flu lab det","quantile",0.025,5.424
"ab",0,"2025-04-26","2025-04-26","pct wk flu lab det","quantile",0.1,7.218
"ab",0,"2025-04-26","2025-04-26","pct wk flu lab det","quantile",0.25,8.446
"ab",0,"2025-04-26","2025-04-26","pct wk flu lab det","quantile",0.5,11.138
"ab",0,"2025-04-26","2025-04-26","pct wk flu lab det","quantile",0.75,13.75
"ab",0,"2025-04-26","2025-04-26","pct wk flu lab det","quantile",0.9,15.318
"ab",0,"2025-04-26","2025-04-26","pct wk flu lab det","quantile",0.975,17.964
"ab",0,"2025-04-26","2025-04-26","pct wk rsv lab det","quantile",0.025,0.712
"ab",0,"2025-04-26","2025-04-26","pct wk rsv lab det","quantile",0.1,0.73
"ab",0,"2025-04-26","2025-04-26","pct wk rsv lab det","quantile",0.25,0.856
"ab",0,"2025-04-26","2025-04-26","pct wk rsv lab det","quantile",0.5,1.186
"ab",0,"2025-04-26","2025-04-26","pct wk rsv lab det","quantile",0.75,1.822
"ab",0,"2025-04-26","2025-04-26","pct wk rsv lab det","quantile",0.9,2.154
"ab",0,"2025-04-26","2025-04-26","pct wk rsv lab det","quantile",0.975,2.57
"ab",1,"2025-04-26","2025-05-03","pct wk covid lab det","quantile",0.025,0.252
"ab",1,"2025-04-26","2025-05-03","pct wk covid lab det","quantile",0.1,0.362
"ab",1,"2025-04-26","2025-05-03","pct wk covid lab det","quantile",0.25,0.598
"ab",1,"2025-04-26","2025-05-03","pct wk covid lab det","quantile",0.5,1.49
"ab",1,"2025-04-26","2025-05-03","pct wk covid lab det","quantile",0.75,2.692
"ab",1,"2025-04-26","2025-05-03","pct wk covid lab det","quantile",0.9,3.256
"ab",1,"2025-04-26","2025-05-03","pct wk covid lab det","quantile",0.975,3.688
"ab",1,"2025-04-26","2025-05-03","pct wk flu lab det","quantile",0.025,5.16
"ab",1,"2025-04-26","2025-05-03","pct wk flu lab det","quantile",0.1,6.422
"ab",1,"2025-04-26","2025-05-03","pct wk flu lab det","quantile",0.25,7.788
"ab",1,"2025-04-26","2025-05-03","pct wk flu lab det","quantile",0.5,10.704
"ab",1,"2025-04-26","2025-05-03","pct wk flu lab det","quantile",0.75,13.346
"ab",1,"2025-04-26","2025-05-03","pct wk flu lab det","quantile",0.9,15.924
"ab",1,"2025-04-26","2025-05-03","pct wk flu lab det","quantile",0.975,20.302
"ab",1,"2025-04-26","2025-05-03","pct wk rsv lab det","quantile",0.025,0.644
"ab",1,"2025-04-26","2025-05-03","pct wk rsv lab det","quantile",0.1,0.662
"ab",1,"2025-04-26","2025-05-03","pct wk rsv lab det","quantile",0.25,0.7
"ab",1,"2025-04-26","2025-05-03","pct wk rsv lab det","quantile",0.5,1.022
"ab",1,"2025-04-26","2025-05-03","pct wk rsv lab det","quantile",0.75,1.746
"ab",1,"2025-04-26","2025-05-03","pct wk rsv lab det","quantile",0.9,1.984
"ab",1,"2025-04-26","2025-05-03","pct wk rsv lab det","quantile",0.975,2.686
"ab",2,"2025-04-26","2025-05-10","pct wk covid lab det","quantile",0.025,0.276
"ab",2,"2025-04-26","2025-05-10","pct wk covid lab det","quantile",0.1,0.398
"ab",2,"2025-04-26","2025-05-10","pct wk covid lab det","quantile",0.25,0.646
"ab",2,"2025-04-26","2025-05-10","pct wk covid lab det","quantile",0.5,1.474
"ab",2,"2025-04-26","2025-05-10","pct wk covid lab det","quantile",0.75,3.704
"ab",2,"2025-04-26","2025-05-10","pct wk covid lab det","quantile",0.9,4.23
"ab",2,"2025-04-26","2025-05-10","pct wk covid lab det","quantile",0.975,4.7
"ab",2,"2025-04-26","2025-05-10","pct wk flu lab det","quantile",0.025,4.54
"ab",2,"2025-04-26","2025-05-10","pct wk flu lab det","quantile",0.1,6.116
"ab",2,"2025-04-26","2025-05-10","pct wk flu lab det","quantile",0.25,7.048
"ab",2,"2025-04-26","2025-05-10","pct wk flu lab det","quantile",0.5,9.958
"ab",2,"2025-04-26","2025-05-10","pct wk flu lab det","quantile",0.75,12.874
"ab",2,"2025-04-26","2025-05-10","pct wk flu lab det","quantile",0.9,15.638
"ab",2,"2025-04-26","2025-05-10","pct wk flu lab det","quantile",0.975,20.076
"ab",2,"2025-04-26","2025-05-10","pct wk rsv lab det","quantile",0.025,0.664
"ab",2,"2025-04-26","2025-05-10","pct wk rsv lab det","quantile",0.1,0.678
"ab",2,"2025-04-26","2025-05-10","pct wk rsv lab det","quantile",0.25,0.722
"ab",2,"2025-04-26","2025-05-10","pct wk rsv lab det","quantile",0.5,1.212
"ab",2,"2025-04-26","2025-05-10","pct wk rsv lab det","quantile",0.75,1.76
"ab",2,"2025-04-26","2025-05-10","pct wk rsv lab det","quantile",0.9,2.026
"ab",2,"2025-04-26","2025-05-10","pct wk rsv lab det","quantile",0.975,2.648
"ab",3,"2025-04-26","2025-05-17","pct wk covid lab det","quantile",0.025,0.406
"ab",3,"2025-04-26","2025-05-17","pct wk covid lab det","quantile",0.1,0.48
"ab",3,"2025-04-26","2025-05-17","pct wk covid lab det","quantile",0.25,0.636
"ab",3,"2025-04-26","2025-05-17","pct wk covid lab det","quantile",0.5,1.492
"ab",3,"2025-04-26","2025-05-17","pct wk covid lab det","quantile",0.75,3.944
"ab",3,"2025-04-26","2025-05-17","pct wk covid lab det","quantile",0.9,4.222
"ab",3,"2025-04-26","2025-05-17","pct wk covid lab det","quantile",0.975,4.738
"ab",3,"2025-04-26","2025-05-17","pct wk flu lab det","quantile",0.025,4.068
"ab",3,"2025-04-26","2025-05-17","pct wk flu lab det","quantile",0.1,5.64
"ab",3,"2025-04-26","2025-05-17","pct wk flu lab det","quantile",0.25,6.782
"ab",3,"2025-04-26","2025-05-17","pct wk flu lab det","quantile",0.5,9.956
"ab",3,"2025-04-26","2025-05-17","pct wk flu lab det","quantile",0.75,13.09
"ab",3,"2025-04-26","2025-05-17","pct wk flu lab det","quantile",0.9,18.564
"ab",3,"2025-04-26","2025-05-17","pct wk flu lab det","quantile",0.975,23.304
"ab",3,"2025-04-26","2025-05-17","pct wk rsv lab det","quantile",0.025,0.532
"ab",3,"2025-04-26","2025-05-17","pct wk rsv lab det","quantile",0.1,0.588
"ab",3,"2025-04-26","2025-05-17","pct wk rsv lab det","quantile",0.25,0.666
"ab",3,"2025-04-26","2025-05-17","pct wk rsv lab det","quantile",0.5,0.948
"ab",3,"2025-04-26","2025-05-17","pct wk rsv lab det","quantile",0.75,1.614
"ab",3,"2025-04-26","2025-05-17","pct wk rsv lab det","quantile",0.9,1.928
"ab",3,"2025-04-26","2025-05-17","pct wk rsv lab det","quantile",0.975,2.59
"atlantic",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.025,0.65
"atlantic",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.1,0.95
"atlantic",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.25,1.38333333333333
"atlantic",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.5,3.26666666666667
"atlantic",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.75,3.83333333333333
"atlantic",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.9,4.812
"atlantic",-1,"2025-04-26","2025-04-19","pct wk covid lab det","quantile",0.975,5.50066666666667
"atlantic",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.025,3.87
"atlantic",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.1,5.19066666666667
"atlantic",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.25,7.94166666666667
"atlantic",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.5,11.7666666666667
"atlantic",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.75,15.2333333333333
"atlantic",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.9,16.6666666666667
"atlantic",-1,"2025-04-26","2025-04-19","pct wk flu lab det","quantile",0.975,18.3440833333333
"atlantic",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.025,0.5
"atlantic",-1,"2025-04-26","2025-04-19","pct wk rsv lab det","quantile",0.1,0.766666666666667
