epiweek,time_value,issue,geo_type,geo_value,flu_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,ev_rv_tests,ev_rv_positive_tests,hcov_tests,hcov_positive_tests,hpiv_positive_tests,flu_positive_tests,hcov_pct_positive,hmpv_pct_positive,rsv_pct_positive,hpiv_pct_positive,flu_pct_positive,adv_pct_positive,ev_rv_pct_positive,flua_pct_positive,flub_pct_positive
201434,2014-08-23,2014-08-28,lab,nl,9.0,0.0,2.0,9.0,0.0,9.0,9.0,0.0,9.0,0.0,,,,,0.0,2.0,,0.0,0.0,0.0,22.22222222222222,0.0,,0.0,22.22222222222222
201434,2014-08-23,2014-08-28,lab,pe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201434,2014-08-23,2014-08-28,lab,ns,4.0,0.0,0.0,6.0,0.0,4.0,4.0,0.0,4.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
201434,2014-08-23,2014-08-28,lab,nb,6.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201434,2014-08-23,2014-08-28,region,atlantic,19.0,0.0,2.0,23.0,0.0,21.0,21.0,0.0,13.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.526315789473683,0.0,25.0,0.0,10.526315789473683
201434,2014-08-23,2014-08-28,lab,région nord-est,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
201434,2014-08-23,2014-08-28,lab,québec-chaudière-appalaches,86.0,0.0,0.0,129.0,0.0,130.0,131.0,2.0,83.0,0.0,,,83.0,0.0,4.0,0.0,0.0,0.0,0.0,3.076923076923077,0.0,1.5267175572519083,,0.0,0.0
201434,2014-08-23,2014-08-28,lab,centre-du-québec,17.0,0.0,0.0,21.0,0.0,8.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
201434,2014-08-23,2014-08-28,lab,montréal-laval,251.0,0.0,1.0,249.0,2.0,216.0,226.0,6.0,151.0,1.0,,,145.0,0.0,6.0,1.0,0.0,0.6622516556291391,0.8032128514056224,2.7777777777777777,0.398406374501992,2.6548672566371683,,0.0,0.398406374501992
201434,2014-08-23,2014-08-28,lab,ouest du québec,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
201434,2014-08-23,2014-08-28,lab,montérégie,9.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
201434,2014-08-23,2014-08-28,region,qc,370.0,0.0,1.0,417.0,2.0,354.0,365.0,8.0,234.0,1.0,,,228.0,0.0,10.0,1.0,0.0,0.4273504273504274,0.4796163069544364,2.824858757062147,0.2702702702702703,2.191780821917808,,0.0,0.2702702702702703
201434,2014-08-23,2014-08-28,lab,ottawa phl,3.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
201434,2014-08-23,2014-08-28,lab,cheo - ottawa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201434,2014-08-23,2014-08-28,lab,kingston,6.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0
201434,2014-08-23,2014-08-28,lab,toronto medical laboratory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201434,2014-08-23,2014-08-28,lab,cphl - toronto,113.0,0.0,0.0,115.0,1.0,115.0,115.0,1.0,101.0,0.0,53.0,8.0,36.0,0.0,8.0,0.0,0.0,0.0,0.8695652173913043,6.956521739130435,0.0,0.8695652173913043,15.09433962264151,0.0,0.0
201434,2014-08-23,2014-08-28,lab,sick kids' hospital - toronto,70.0,0.0,0.0,70.0,1.0,70.0,70.0,1.0,70.0,0.0,17.0,2.0,17.0,0.0,2.0,0.0,0.0,0.0,1.4285714285714286,2.857142857142857,0.0,1.4285714285714286,11.76470588235294,0.0,0.0
201434,2014-08-23,2014-08-28,lab,sunnybrook & women's college hsc,29.0,0.0,0.0,29.0,0.0,29.0,29.0,0.0,29.0,0.0,29.0,6.0,29.0,0.0,1.0,0.0,0.0,0.0,0.0,3.4482758620689653,0.0,0.0,20.689655172413794,0.0,0.0
201434,2014-08-23,2014-08-28,lab,sault ste marie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201434,2014-08-23,2014-08-28,lab,timmins,6.0,0.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.66666666666666,0.0,0.0
201434,2014-08-23,2014-08-28,lab,st joseph's - london,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201434,2014-08-23,2014-08-28,lab,london phl,37.0,0.0,0.0,41.0,0.0,41.0,41.0,0.0,38.0,0.0,26.0,10.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,2.4390243902439024,0.0,0.0,38.46153846153847,0.0,0.0
